ad_number	applicability
2018-10-03	This AD applies to Pacific Aerospace Limited Models 750XL airplanes, all serial numbers up to and including 135, except serial number 113; certificated in any category.
2018-09-07	This AD applies to all Rolls-Royce plc (RR) Viper Mk. 601-22 engines.
2018-10-01	This AD applies to all Safran Helicopter Engines, S.A., Arriel 2E turboshaft engines with front support, part number 0 292 11 715 0, installed (pre-mod TU 197 configuration).
2018-09-10	This AD applies to CFM International S.A. (CFM) CFM56-7B20, CFM56-7B22, CFM56-7B22/B1, CFM56-7B24, CFM56-7B24/B1, CFM56-7B26, CFM56-7B26/B2, CFM56-7B27, CFM56-7B27A, CFM56-7B26/B1, CFM56-7B27/ B1, CFM56-7B27/B3, CFM56-7B20/2, CFM56-7B22/2, CFM56-7B24/2, CFM56- 7B26/2, CFM56-7B27/2, CFM56-7B20/3, CFM
2018-08-02	This AD applies to all Rolls-Royce plc (RR) Trent 1000-A2, Trent 1000-AE2, Trent 1000-C2, Trent 1000-CE2, Trent 1000-D2, Trent 1000- E2, Trent 1000-G2, Trent 1000-H2, Trent 1000-J2, Trent 1000-K2, and Trent 1000-L2 turbofan engines.
2018-08-01	This AD becomes effective May 8, 2018.
2018-07-22	This AD applies to DG Flugzeugbau GmbH DG-500MB and DG-1000M gliders, all serial numbers, certificated in any category, that are: (1) Equipped with a Solo 2625 02 engine modified with a fuel injection system following the instructions of Solo Kleinmotoren GmbH Technische Mitteilung Nr. (English tran
2018-07-17	This AD applies to Safran Helicopter Engines, S.A., Arrius 2B1, 2B1A, 2B2, and 2K1 turboshaft engines with a power turbine wheel (PTW) assembly having a serial number listed in Appendix 2.1 of Safran Helicopter Engines Mandatory Service Bulletin (MSB) No. A319 72 2854, Version A, dated February 9, 2
2018-07-16	This AD applies to all Austro Engine GmbH model E4 and E4P diesel piston engines.
2018-07-08	This AD becomes effective April 26, 2018.
2018-07-10	This AD applies to Embraer S.A. Models EMB-500 and EMB-505 airplanes, serial numbers 50000246, 50000267, 50000286, 50000289, 50000291, 50000299, 50000304, 50000305, 50000306, 50000310, 50000348, 50000359, 50000368, 50000370, 50000372, 50000376, 50000377, 50000378, 50000379, 50000380, 50500118, 50500
2018-07-05	This AD applies to General Electric (GE) CF6-80A, -80A1, -80A2, and -80A3 turbofan engines with low-pressure turbine (LPT) stage 3 nozzles, part numbers (P/Ns) 9290M52P05 and 9290M52P06, installed.
2018-07-01	This AD replaces AD 2013-16-14, Amendment 39-17552 (78 FR 54383, September 4, 2013).
2018-07-02	This AD becomes effective April 13, 2018.
2018-06-11	(1) This AD applies to the following Textron Aviation Inc. airplanes; all serial numbers, that are certificated in any category: (i) Models A36TC and B36TC airplanes equipped with a turbocharged engine. (ii) Models S35, V35, V35A, and V35B airplanes equipped with the Continental TSIO-520-D engine wi
2018-06-09	This AD applies to Pacific Aerospace Limited Models 750XL airplanes, all serial numbers up to and including serial number XL215, certificated in any category.
2018-05-10	This AD becomes effective March 27, 2018.
2018-03-18	This AD becomes effective April 16, 2018.
2018-05-09	This AD becomes effective March 26, 2018.
2018-04-13	This AD applies to all Honeywell International Inc. AS907-1-1A model turbofan engines with engine electronic control unit (ECU), part numbers (P/Ns) 2119576-1001 through -1011, installed; AS907-2- 1A model turbofan engines with ECU, P/N 2119576-1102, installed; AS907-2-1G model turbofan engines with
2018-05-08	This AD applies to the following GA 8 Airvan (Pty) Ltd airplane models and serial numbers (S/Ns) presented in paragraphs (c)(1) and (c)(2) that are certificated in any category: (1) Group 1 Airplanes: (i) Model GA8: S/N GA8-02-012 and S/Ns 128 through 205; and (ii) Model GA8-TC320: S/Ns GA8-TC 320-0
2018-05-08	This AD applies to the following GA 8 Airvan (Pty) Ltd airplane models and serial numbers (S/Ns) presented in paragraphs (c)(1) and (c)(2) that are certificated in any category: (1) Group 1 Airplanes: (i) Model GA8: S/N GA8-02-012 and S/Ns 128 through 205; and (ii) Model GA8-TC320: S/Ns GA8-TC 320-0
2018-05-05	This AD applies to Dassault Aviation airplanes, certificated in any category, as identified in paragraphs (c)(1) through (c)(4) of this AD. (1) MYSTERE-FALCON 900, serial numbers as specified in Dassault Service Bulletin F900-460, Revision 1, dated February 10, 2017. (2) FALCON 900EX, serial numbers
2018-05-03	This AD applies to Safran Helicopter Engines, S.A., Arrius 2F turboshaft engines, with an oil system electrical magnetic plug magnetic head, part number (P/N) 9520011545, with serial numbers (S/ Ns) DU4621 through DU5053 inclusive, installed.
2018-04-11	This AD becomes effective April 5, 2018.
2018-05-01	This AD becomes effective April 5, 2018.
2018-05-02	This AD becomes effective April 4, 2018.
2018-04-02	This AD applies to Viking Air Limited Models DHC-6-1, DHC-6-100, DHC-6-200,  DHC-6-300, and DHC-6-400 airplanes, all serial numbers, certificated in any category.
2018-03-22	This AD applies to GE Aviation Czech s.r.o. M601D-11, M601E-11, M601E-11A, M601E-11AS, M601E-11S, and M601F turboprop engines, with power turbine (PT) rotors with disks, part number (P/N) M601-3220.6 or P/N M601-3220.7, installed.
2018-03-13	This AD applies to General Electric Company (GE) CT7-5A2, CT7- 5A3, CT7-7A, CT7-7A1, CT7-9B, CT7-9B1, CT7-9B2, CT7-9C and CT7-9C3 model turboprop engines with main propeller shaft, part number 77581-11, installed.
2018-03-05	This AD applies to all serial numbers of the airplanes listed in table 1 to paragraph (c) of this AD, certificated in any category that are either: (1) Equipped with a BRP-Rotax GmbH & Co. KG (formerly BRP- Powertrain GmbH & Co. KG; Bombardier-Rotax GmbH & Co. KG; Bombardier-Rotax GmbH) 912 A series
2018-03-14	This AD applies to Pacific Aerospace Limited Models 750XL airplanes, serial numbers 101 through 205, 208, 210, 214, and 216, certificated in any category.
2018-03-15	This AD applies to Pacific Aerospace Limited Models 750XL airplanes, all serial numbers up to and to include serial number XL220, certificated in any category.
2018-03-01	This AD becomes effective February 14, 2018.
2018-02-13	This AD supersedes AD 2017-07-02, Amendment 39-18840 (82 FR 15120, March 27, 2017).
2018-02-15	This AD applies to British Aerospace Regional Aircraft Models HP.137 Jetstream Mk.1, Jetstream Series 200 and 3101, and Jetstream Model 3201 airplanes, all serial numbers, certificated in any category.
2018-02-02	This AD becomes effective February 12, 2018.
2018-02-14	This AD applies to Honeywell International Inc. (Honeywell) TPE331-1, -2, -2UA, -3U, -3UW, -5, -5A, -5AB, -5B, -6, -6A, -8, -10, -10AV, -10GP, -10GT, -10N, -10P, -10R, -10T, -10U, -10UA, -10UF, - 10UG, -10UGR, -10UR, and -11U, -12JR, -12UA, -12UAR, -12UHR, -25AA, -25AB, -25DA, -25DB, -25FA, -43A, -4
2018-02-10	This AD applies to all Pratt & Whitney Division (PW) PW4074, PW4074D, PW4077, PW4077D, PW4084D, PW4090, and PW4090-3 turbofan engines with outer diffuser case, part number (P/N) 50J775 or P/N 50J930, installed.
2018-02-08	This AD becomes effective February 1, 2018.
2018-02-01	This AD supersedes AD 2015-08-51, Amendment 39-18160 (80 FR 28172, May 18, 2015).
2018-02-07	This AD becomes effective February 1, 2018.
2018-01-12	This AD supersedes AD 2015-22-53, Amendment 39-18331 (80 FR 74982, December 1, 2015).
2017-26-06	This AD applies to Rolls-Royce Corporation (RRC) AE 3007A, AE 3007A1, AE 3007A1/1, AE 3007A1/2, AE 3007A1/3, AE 3007A1P, AE 3007A1E, AE 3007A3, AE 3007C and 3007C1 turbofan engines with a fan wheel, part number (P/N) 23061670, installed.
2017-26-04	This AD supersedes AD 2009-25-07, Amendment 39-16126 (74 FR 65682, December 11, 2009).
2017-26-03	This AD becomes effective January 4, 2018.
2017-25-17	This AD supersedes AD 2011-27-08, Amendment 39-16910 (77 FR 3382, January 24, 2012).
2017-26-01	This AD applies to General Electric Company (GE) GEnx-1B64/P2, - 1B67/P2, -1B70/P2, -1B70/75/P2, -1B70C/P2, and -1B74/75/P2 turbofan engines, with a high-pressure turbine (HPT) stage 1 blade retainer, part number (P/N) 2445M91P01 or 2383M99P02, with a serial number listed in Planning Information, Pa
2017-25-07	This AD applies to Alexander Schleicher GmbH & Co. Segelflugzeugbau Models ASH 25M and ASH 26E gliders, all serial numbers, that: (1) Have an exhaust silencer, part number (P/N) 800.65.0001, installed; and (2) are certificated in any category.
2017-24-08	This AD applies to all Rolls-Royce plc (RR) RB211-535E4-37, RB211-535E4-B-37, and RB211-535E4-C-37 turbofan engines with low- pressure (LP) fuel filter-to-high-pressure (HP) fuel pump tube assembly, part number (P/N) UL16692, AE709623-1, 163521538, or 163521545, installed; or HP fuel pump-to-fuel fl
2017-24-06	This AD applies to CFM International S.A. (CFM) LEAP-1A23, LEAP- 1A24, LEAP-1A24E1, LEAP-1A26, LEAP-1A26E1, LEAP-1A30, LEAP-1A32, LEAP-1A33, LEAP-1A33B2 and LEAP-1A35A engines with a high-pressure turbine (HPT) stage 2 disk, with a part number (P/N) 2466M52G03 and serial number (S/N) listed in Table
2017-19-01	This AD becomes effective January 2, 2018.
2017-24-02	This AD becomes effective December 13, 2017.
2017-23-08	This AD supersedes AD 2014-24-02, Amendment 39-18035 (79 FR 70785, November 28, 2014).
2017-23-06	This AD applies to General Electric Company (GE) CF34-8C1, CF34- 8C5, CF34-8C5A1, and CF34-8C5B1 engines with serial numbers: 965101 through 965670 inclusive; 194101 through 194999 inclusive; and 195101 through 195653 inclusive.
2017-22-14	Rockwell Collins, Inc. TSSA-4100 Field Loadable Software (FLS) Rockwell Collins part numbers (RCPNs) 810-0052-002, -003, -010, - 011, -012, -100, or -101 found on TSS-4100 Traffic Surveillance System Processing Units, (RCPN) 822-2132-001 installed on airplanes. (1) The FLS RCPNs 810-0052-002, -003, 
2017-21-06	This AD applies to 328 Support Services GmbH (Type Certificate Previously Held by AvCraft Aerospace GmbH; Fairchild Dornier GmbH; Dornier Luftfahrt GmbH) airplanes, certificated in any category, as identified in paragraphs (c)(1) and (c)(2) of this AD. (1) Model 328-100 airplanes, all serial numbers
2017-21-06	This AD applies to 328 Support Services GmbH (Type Certificate Previously Held by AvCraft Aerospace GmbH; Fairchild Dornier GmbH; Dornier Luftfahrt GmbH) airplanes, certificated in any category, as identified in paragraphs (c)(1) and (c)(2) of this AD. (1) Model 328-100 airplanes, all serial numbers
2017-23-03	This AD applies to all Engine Alliance (EA) GP7270, GP7272, and GP7277 model turbofan engines.
2017-22-13	This AD applies to Rolls-Royce plc (RR) RB211-Trent 970-84 and RB211-Trent 972-84 turbofan engines with a drains mast, part number (P/N) KH31996, installed.
2017-22-02	(1) This AD applies to Ipeco Holdings Ltd. (Ipeco) pilot and co- pilot seats with a part number listed in the Planning Information section of Ipeco Service Bulletins (SBs) Number 063-25-08, Revision 00; Number 063-25-09, Revision 00; and Number 063-25-10, Revision 00; all dated May 31, 2016. (2) The
2017-22-05	This AD supersedes AD 2013-15-03, Amendment 39-17519 (78 FR 44422, July 24, 2013).
2017-22-01	This AD becomes effective November 8, 2017.
2017-20-13	This AD applies to PIAGGIO AERO INDUSTRIES S.p.A. P-180 airplanes, serial numbers 1002, 1004 through 1220, that are: (1) Equipped with flight control surfaces part numbers (P/Ns) and serial numbers (S/Ns) not listed in table 1 of PIAGGIO AERO INDUSTRIES S.p.A. Mandatory Service Bulletin N.: 80-0455,
2017-20-09	This AD applies to all General Electric Company (GE) CF34-8E2; CF34-8E2A1; CF34-8E5; CF34-8E5A1; CF34-8E5A2; CF34-8E6; and CF34- 8E6A1 model turbofan engines.
2017-20-06	This AD applies to Honeywell International Inc. (Honeywell) AS907-1-1A turbofan engines with second stage low-pressure turbine (LPT2) rotor blades, part number (P/N) 3035602-1, installed.
2017-19-05	(1) This AD applies to Siemens S.A.S. smoke detectors, part numbers (P/Ns) PMC1102-02, PMC3100-00, and GMC1102-02, with serial numbers (S/Ns) listed in paragraph 1/D/ of Siemens Service Information Letter (SIL) No. PMC-26-002, Revision No. 1, dated January 2016; or paragraph 1/D/ of Siemens SIL No. 
2017-20-01	This AD applies to all Honeywell International Inc. (Honeywell) TFE731-20 and TFE731-40 turbofan engines, with a fan disk, part number (P/N) 3060287-2, and a  serial number (S/N) listed in Table 9 of Honeywell Service Bulletin (SB) TFE731-72-5256, Revision 0, dated October 7, 2016, that do not have 
2017-19-18	This AD applies to Rolls-Royce Deutschland Ltd & Co KG (RRD) model Tay 620-15 turbofan engines with high-pressure compressor (HPC) modules M03100AA, or M03100AB, or M03100AC and HPC stage 12 rotor disk, part number (P/N) JR18449, installed.
2017-19-05	(1) This AD applies to Siemens S.A.S. smoke detectors, part numbers (P/Ns) PMC1102-02, PMC3100-00, and GMC1102-02, with serial numbers (S/Ns) listed in paragraph 1/D/of Siemens Service Information Letter (SIL) No. PMC-26-002, Revision No. 1, dated January 2016; or paragraph 1/D/of Siemens SIL No. PM
2017-19-19	This AD applies to Rolls-Royce plc (RR) Trent XWB-75, Trent XWB- 79, Trent XWB-79B, and Trent XWB-84 turbofan engines with an engine serial number (ESN) listed in Appendix 1 of RR Alert Non Modification Service Bulletin (NMSB) Trent XWB 72-AJ443, Revision 1, dated December 21, 2016.
2017-19-15	This AD applies to Technify Motors GmbH TAE 125-02-99 (commercial designation CD-135, formerly Centurion 2.0) and TAE 125- 02-114 (commercial designation CD-155, formerly Centurion 2.0S) reciprocating engines with a gearbox serial number (S/N) listed in Figure 1 to paragraph (c) of this AD.  Figure 
2017-19-21	This AD becomes effective October 30, 2017.
2017-19-20	This AD applies to General Electric Company (GE) CT7-8A and CT7- 9B model turboshaft engines with a high-pressure compressor (HPC) impeller, part number 5123T51P02, and serial number, GLHTPH9G, GLHTPP7P, or GLHTPJHN, installed.
2017-18-12	This AD applies to B/E Aerospace Protective Breathing Equipment (PBE), part numbers (P/N) 119003-11 and 119003-21, that are installed on airplanes.
2017-18-13	This AD supersedes AD 2015-22-51, Amendment 39-18386 (81 FR 5037, February 1, 2016).
2017-18-14	This AD applies to Rolls-Royce Corporation (RRC) 250-C20, -C20B, -C20F, -C20J, -C20R, -C20R/1, -C20R/2, -C20R/4, -C20W, -C300/A1, and -C300/B1 turboshaft engines with either a 3rd-stage turbine wheel, part number (P/N) 23065818, or a 4th-stage turbine wheel, P/N 23055944 or RR30000240, installed.
2017-18-10	This AD applies to Diamond Aircraft Industries GmbH Models DA 42, DA 42 M-NG, and DA 42 NG airplanes, serial numbers 42.004 through 42.427, 42.AC001 through 42.AC151, 42.M001 through 42.M026, 42.N001 through 42.N067, 42.N100 through 42.N129, 42.NC001 through 42.NC008, and 42.MN001 through 42.MN033, 
2017-17-18	This AD applies to General Electric Company (GE) CF34-8C1, CF34- 8C5, CF34-8C5A1, CF34-8C5B1, CF34-8C5A2, CF34-8C5A3, CF34-8E2, CF34- 8E2A1, CF34-8E5, CF34-8E5A1, CF34-8E5A2, CF34-8E6 and CF34-8E6A1 engines, including engines marked on the engine data plate as CF34- 8C5B1/B, CF34-8C5/B, CF34-8C5A1/B
2017-17-07	This AD applies to Rolls-Royce plc (RR) Trent XWB-75, Trent XWB- 79, Trent XWB-79B, and Trent XWB-84 turbofan engines with an engine serial number (S/N) listed in Appendix 1 of RR Alert Non- Modification Service Bulletin (NMSB) Trent XWB 72-AJ738, dated April 11, 2017, and with intermediate-pressure
2017-17-03	This AD supersedes AD 2014-16-01, Amendment 39-17925 (79 FR 45322, August 5, 2014).
2017-17-01	This AD becomes effective September 25, 2017.
2017-16-04	This AD becomes effective September 22, 2017.
2017-16-11	This AD applies to: (1) All Lycoming Engines reciprocating engines listed in Table 1 of Lycoming Engines Mandatory Service Bulletin (MSB) No. 632B, dated August 4, 2017, and (2) all Lycoming Engines reciprocating engines that were overhauled or repaired using any replacement part listed in Table 2 o
2017-16-02	This AD becomes effective September 5, 2017.
2017-15-13	This AD becomes effective August 31, 2017.
2017-14-03	This AD becomes effective August 11, 2017.
2017-15-07	This AD applies to all Safran Helicopter Engines, S.A., Arriel 1A1, 1A2, 1B, 1C, 1C1, 1C2, 1D, 1D1, 1E2, 1K1, 1S, and 1S1 turboshaft engines equipped with a drain valve assembly (DV) manufactured, repaired, or overhauled after December 31, 2015; with a diaphragm, part number 9 164 95 002 0, installe
2017-15-05	This AD applies to Piper Aircraft, Inc. Models PA-23, PA-23-160, PA-23-235, PA-23-250, PA-E23-250, and PA-30 airplanes, all serial numbers, certificated in any category.
2017-10-10	This AD becomes effective August 25, 2017.
2017-14-06	This AD supersedes AD 93-17-13, Amendment 39-8684 (58 FR 51770, October 5, 1993).
2017-15-02	This AD becomes effective August 4, 2017.
2017-14-07	(1) This AD applies to International Aero Engines AG (IAE) V2522-A5, V2524-A5, V2527-A5, V2527E-A5, V2527M-A5, V2530-A5, V2533- A5, V2525-D5, V2528-D5, and V2531-E5 turbofan engines, with one or more of the following installed: (i) High-pressure turbine (HPT) stage 2 air seal, part number (P/N) 2A41
2017-14-08	This AD applies to CFM International S.A. (CFM) CFM56-3, -3B, and -3C turbofan engines with steel high-pressure compressor (HPC) stator case, part numbers (P/Ns)1499M30G01, 1499M30G02, 1499M30G03, or 1676M88G01, installed.
2017-14-04	This AD applies to Piper Aircraft, Inc. Models PA-28-140, PA-28- 150, PA-28-151, PA-28-161, PA-28-160, PA-28-180, PA-28-181, PA-28- 235, PA-28-236, PA-28R-180, PA-28R-200, PA-28R-201, PA-28S-160, PA- 28S-180, PA-32-260, PA-32-300, PA-32-301, PA-32-301T, PA-32R-300, PA-32R-301 (SP), PA-32R-301 (HP), 
2017-14-05	This AD becomes effective July 26, 2017.
2017-10-12	This AD becomes effective August 15, 2017.
2017-10-19	This AD applies to Rolls-Royce plc (RR) Trent 1000-A2, Trent 1000-C2, Trent 1000-D2, Trent 1000-E2, Trent 1000-G2, Trent 1000-H2, Trent 1000-J2, Trent 1000-K2, and Trent 1000-L2 turbofan engines with intermediate pressure compressor (IPC) rotor seal, part number (P/N) KH19098, installed.
2017-13-06	This AD applies to DG Flugzeugbau GmbH Models DG-400, DG-500M, DG-500MB, DG-800A, and DG-800B gliders, all serial numbers, that: (1) Have textile fabric covered fuel hoses installed in the fuselage; and (2) are certificated in any category.  Note 1 to paragraph (c) of this AD: Metal fabric covered f
2017-13-04	This AD becomes effective July 27, 2017.
2017-13-03	This AD becomes effective July 27, 2017.
2017-12-03	This AD applies to all Pratt & Whitney Division (PW) PW2037, PW2037M, and PW2040 turbofan engines with electronic engine control (EEC), model number EEC104-40 or EEC104-60, installed, with an EEC software standard earlier than SCN 5B/I.
2017-11-06	This AD applies to all Pratt & Whitney (PW) PW2037, PW2037D, PW2037M, PW2040, PW2040D, PW2043, PW2143, PW2643, and F117-PW-100 turbofan engines.
2017-11-05	(1) This AD applies to Rolls-Royce Corporation (RRC) AE 3007C and 3007C1 turbofan engines with 1st stage high-pressure turbine (HPT) wheels, part number (P/N) 23062373, 23065891, or 23070664; or with 2nd stage HPT wheels, P/N 23063462, 23065892, 23069116, 23069592 (except those serial numbers (S/Ns)
2017-11-10	This AD applies to all Lycoming TIO-540-AJ1A reciprocating engines.
2017-12-04	This AD supersedes AD 2016-20-04, Amendment 39-18670 (81 FR 67904, October 3, 2016).
2017-12-02	This AD applies to all GEnx-1B64, -1B64/P1, -1B64/P2, -1B67, - 1B67/P1, -1B67/P2, -1B70, 1B70/P1, -1B70/P2, -1B70/75/P1, -1B70/75/ P2, -1B70C/P1, -1B70C/P2, -1B74/75/P1, -1B74/75/P2, -1B76A/P2 engines with outer left side signal fuel manifold, part number (P/N) 2403M46G01, and CAGE code 05813, insta
2017-11-15	This AD applies to General Electric Company (GE) CF6-80C2L1F turbofan engines with a high-pressure turbine (HPT) spacer/impeller, part number (P/N) 1539M12P02, installed.
2017-11-11	This AD becomes effective July 11, 2017.
2017-10-13	This AD applies to all Rolls-Royce plc (RR) RB211 Trent 768-60, 772-60, and 772B-60  turbofan engines, if fitted with fuel tube, part number (P/N) FW53576, which was incorporated through RR production modification 73-F343 or which were modified in service in accordance with RR Service Bulletin (SB) 
2017-10-25	This AD applies to Rolls-Royce Deutschland Ltd & Co KG (RRD) Spey 506-14A, Spey 555-15, Spey 555-15H, Spey 555-15N, and Spey 555- 15P turbofan engines with high-pressure compressor (HPC) stage 12 rotor disks, part number (P/N) EU25917, P/N EU56963, P/N JR10242, or P/N JR18449, installed.
2017-10-06	This AD applies to Rolls-Royce plc (RR) RB211 Trent 768-60, RB211 Trent 772-60, and RB211 Trent 772B-60 turbofan engines that have a compressor intermediate case (CIC) that was repaired using RR Repair FRSC005.
2017-10-02	This AD applies to Slingsby Aviation Ltd. Models T67M260 and T67M260-T3A airplanes, all serial numbers, certificated in any category.
2017-09-05	This AD becomes effective May 26, 2017.
2017-09-07	This AD becomes effective June 14, 2017.
2017-09-06	This AD applies to all General Electric Company (GE) GEnx-1B and GEnx-2B turbofan engines.
2017-08-08	This AD applies to CFE Company (CFE) CFE738-1-1B model turbofan engines with a high-pressure compressor (HPC) impeller, part number (P/N) 6079T77P07 or P/N 6079T77P09, with a serial number listed in CFE Service Bulletin (SB) CFE738-72-8080, Revision 0, dated August 18, 2016, installed.
2017-09-02	This AD becomes effective May 31, 2017.
2017-08-12	This AD applies to GROB Aircraft AG Models GROB G 109 and GROB G 109B gliders, all serial numbers, certificated in any category.
2017-08-11	This AD applies to all Rolls-Royce plc (RR) RR RB211-Trent 875- 17, 877-17, 884-17, 884B-17, 892-17, 892B-17, and 895-17 turbofan engines.
2017-08-10	This AD applies to all Rolls-Royce plc (RR) RB211-Trent 970-84, RB211-Trent 970B-84, RB211-Trent 972-84, RB211-Trent 972B-84, RB211- Trent 977-84, RB211-Trent 977B-84, and RB211-Trent 980-84 turbofan engines.
2017-06-11	This AD supersedes Emergency AD 2015-24-51, Directorate Identifier 2015-SW-086-AD, dated November 27, 2015.
2017-08-09	This AD applies to DG Flugzeugbau GmbH DG-500MB gliders, all serial numbers, that are: (1) Equipped with a Solo 2625 02 engine modified with a fuel injection system following the instructions of Solo Kleinmotoren GmbH Service Bulletin (SB)/Technische Mitteilung (TM) 4600-3 ``Fuel Injection System'' 
2017-08-06	This AD applies to General Electric Company (GE) GE90-76B, GE90- 85B, GE90-90B, GE90-94B, GE90-110B1, and GE90-115B turbofan engines with a fuel/oil lube/servo cooler (``main fuel oil heat exchanger''), part number (P/N) 1838M88P11 (VIN UA541461-12) or 1838M88P13 (VIN UA541461-14), with a serial num
2017-08-05	This AD applies to General Electric Company (GE) GE90-76B, GE90- 77B, GE90-85B, GE90-90B, and GE90-94B turbofan engines with a high- pressure compressor (HPC) stage 8-10 spool, part numbers (P/Ns) 1694M80G04, 1844M90G01, or 1844M90G02, installed.
2017-05-51	This AD becomes effective April 25, 2017 to all persons except those persons to whom it was made immediately effective by Emergency AD 2017-05-51, issued on March 3, 2017, which contains the requirements of this AD.
2017-07-09	This AD becomes effective May 12, 2017.
2017-07-08	This AD becomes effective May 12, 2017.
2017-07-04	All GE90-110B1 and GE90-115B engines with high-pressure compressor (HPC) stage 2-5 spools, with: (1) a part number (P/N) 351-103-106-0, 351-103-107-0, 351-103- 108-0, 351-103-141-0, 351-103-142-0, 351-103-143-0, 351-103-144-0, 351-103-145-0, 351-103-146-0, 351-103-148-0, 351-103-149-0, 351-103- 150-
2017-07-01	This AD applies to M7 Aerospace LLC SA226-T, SA226-AT, SA226- T(B), SA226-TC, SA227-AC (C-26A), SA227-AT, SA227-BC (C-26A), SA227- CC, SA227-DC (C-26B), and SA227-TT airplanes; all serial numbers, certificated in any category.
2017-06-03	(1) This AD applies to Meggitt (Troy), Inc. (previously known as Stewart Warner South Wind Corporation and as Stewart Warner South Wind Division) Models (to include all dash number and model number variants) 921, 930, 937, 940, 944, 945, 977, 978, 979, 8240, 8253, 8259, and 8472 combustion heaters t
2017-07-02	This AD becomes effective April 11, 2017.
2017-04-51	This AD applies to all Safran Helicopter Engines, S.A., Arriel 1A1, 1A2, 1B, 1C, 1C1, 1C2, 1D, 1D1, 1E2, 1K1, 1S, and 1S1 turboshaft engines equipped with a drain valve assembly (DV) with a part number and a serial number listed in Appendix 5.1 in Safran Helicopter Engines Alert Mandatory Service Bu
2017-05-09	This AD applies to CFM International S.A. (CFM) CFM56-5B models, CFM56-5B/P models, CFM56-5B/3 models, CFM56-5B/2P models, CFM56-5B/ P1 models, CFM56-5B/2P1 models, and CFM56-5B/3B1 models engines with a radial drive shaft (RDS) serial number (S/N) listed in Appendix A of CFM Service Bulletin (SB) C
2017-05-08	This AD applies to all Safran Helicopter Engines S.A. Arriel 2B turboshaft engines with a pre-modification (mod) TU 158 hydro- mechanical metering unit (HMU), installed.
2017-05-05	This AD applies to all Pratt & Whitney Division (PW) PW4074, PW4074D, PW4077, PW4077D, PW4084D, PW4090, and PW4090-3 turbofan engines.
2017-02-51	This AD becomes effective March 20, 2017 to all persons except those persons to whom it was made immediately effective by Emergency AD 2017-02-51, issued on January 13, 2017, which contains the requirements of this AD.
2017-04-03	This AD applies to PILATUS Models PC-6, PC-6-H1, PC-6-H2, PC-6/ 350, PC-6/350-H1, PC-6/350-H2, PC-6/A, PC-6/A-H1, PC-6/A-H2, PC-6/B- H2, PC-6/B1-H2, PC-6/B2-H2, PC-6/B2-H4, PC-6/C-H2, and PC-6/C1-H2 airplanes, all manufacturer serial numbers (MSN), including MSN 2001 through 2092, certificated in an
2017-04-06	This AD applies to United Instruments, Inc. 5934 series altimeters that were manufactured between January 2015 and February 2016 and installed in airplanes and helicopters. (1) The specific affected serial number altimeters can be found in United Instruments, Inc. Service Bulletin No. 13, dated Marc
2017-03-03	This AD applies to Rolls-Royce plc (RR) RB211 Trent 553-61, RB211 Trent 553A2-61, RB211 Trent 556-61, RB211 Trent 556A2-61, RB211 Trent 556B-61, RB211 Trent 556B2-61, RB211 Trent 560-61, and RB211 Trent 560A2-61 turbofan engines that have any of the following fuel tube part numbers installed: FW5760
2017-05-03	This AD becomes effective March 17, 2017.
2017-05-04	This AD becomes effective March 17, 2017.
2017-02-01	This AD applies to Rolls-Royce plc (RR) Trent 1000-A, Trent 1000-C, Trent 1000-D, Trent 1000-E, Trent 1000-G, and Trent 1000-H turbofan engines with high-pressure turbine (HPT) blades, part number (P/N) FW63853, installed.
2017-03-01	This AD supersedes AD 2014-05-06, Amendment 39-17779 (79 FR 13196, March 10, 2014).
2017-04-04	This AD applies to the airplanes identified in paragraphs (c)(1) and (c)(2) of this AD, certificated in any category, all serial numbers. (1) BAE Systems (Operations) Limited Model BAe 146-100A, -200A, and -300A airplanes. (2) BAE Systems (Operations) Limited Model Avro 146-RJ70A, 146- RJ85A, and 14
2017-04-04	This AD applies to the airplanes identified in paragraphs (c)(1) and (c)(2) of this AD, certificated in any category, all serial numbers. (1) BAE Systems (Operations) Limited Model BAe 146-100A, -200A, and -300A airplanes. (2) BAE Systems (Operations) Limited Model Avro 146-RJ70A, 146- RJ85A, and 14
2016-26-08	This AD applies to PILATUS AIRCRAFT LTD. Models PC-12, PC-12/45, PC-12/47, and PC-12/47E airplanes, all manufacturer serial numbers (MSNs), certificated in any category.
2017-03-02	This AD applies to Rolls-Royce plc (RR) RB211 Trent 768-60, 772- 60, and 772B-60 turbofan engines, with low-pressure (LP) compressor blade, part number (P/N) FK23411, FK25441, FK25968, FW11901, FW15393, FW23643, FW23741, FW23744, KH23403, or KH23404, installed.
2017-02-07	This AD becomes effective March 17, 2017.
2017-02-11	This AD applies to Alexander Schleicher GmbH & Co. ASK 21 gliders, all serial numbers, certificated in any category, that are modified with a rudder hand control system using either ASK 21 Technical Note No. 25, dated February 16, 1993, or ASK 21 Technical Note No. 30, dated January 22, 2007.
2017-02-06	This AD applies to Piper Aircraft, Inc. Models PA-31T, serial numbers (SN) 31T-7400002 through 31T-8120104; PA-31T1, SNs 31T- 7804001 through 31T-8304003 and SNs 31T-1104004 through 31T-1104017; PA-31T2, SNs 31T-8166001 through 31T-8166076 and 31T-1166001 through 31T-1166008; PA-31T3, SNs 31T-827500
